,開催回,抽選日,抽選数字,year,month,day,weekday,hundred,ten,one
3140,第3141回,2011-06-22,324,2011,6,22,2,3,2,4
3141,第3142回,2011-06-23,845,2011,6,23,3,8,4,5
3142,第3143回,2011-06-24,997,2011,6,24,4,9,9,7
3143,第3144回,2011-06-27,674,2011,6,27,0,6,7,4
3144,第3145回,2011-06-28,734,2011,6,28,1,7,3,4
3145,第3146回,2011-06-29,210,2011,6,29,2,2,1,0
3146,第3147回,2011-06-30,825,2011,6,30,3,8,2,5
3147,第3148回,2011-07-01,872,2011,7,1,4,8,7,2
3148,第3149回,2011-07-04,140,2011,7,4,0,1,4,0
3149,第3150回,2011-07-05,833,2011,7,5,1,8,3,3
3150,第3151回,2011-07-06,408,2011,7,6,2,4,0,8
3151,第3152回,2011-07-07,594,2011,7,7,3,5,9,4
3152,第3153回,2011-07-08,827,2011,7,8,4,8,2,7
3153,第3154回,2011-07-11,161,2011,7,11,0,1,6,1
3154,第3155回,2011-07-12,747,2011,7,12,1,7,4,7
3155,第3156回,2011-07-13,366,2011,7,13,2,3,6,6
3156,第3157回,2011-07-14,973,2011,7,14,3,9,7,3
3157,第3158回,2011-07-15,291,2011,7,15,4,2,9,1
3158,第3159回,2011-07-18,988,2011,7,18,0,9,8,8
3159,第3160回,2011-07-19,194,2011,7,19,1,1,9,4
3160,第3161回,2011-07-20,319,2011,7,20,2,3,1,9
3161,第3162回,2011-07-21,534,2011,7,21,3,5,3,4
3162,第3163回,2011-07-22,571,2011,7,22,4,5,7,1
3163,第3164回,2011-07-25,420,2011,7,25,0,4,2,0
3164,第3165回,2011-07-26,954,2011,7,26,1,9,5,4
3165,第3166回,2011-07-27,706,2011,7,27,2,7,0,6
3166,第3167回,2011-07-28,759,2011,7,28,3,7,5,9
3167,第3168回,2011-07-29,622,2011,7,29,4,6,2,2
3168,第3169回,2011-08-01,983,2011,8,1,0,9,8,3
3169,第3170回,2011-08-02,006,2011,8,2,1,0,0,6
3170,第3171回,2011-08-03,981,2011,8,3,2,9,8,1
3171,第3172回,2011-08-04,815,2011,8,4,3,8,1,5
3172,第3173回,2011-08-05,811,2011,8,5,4,8,1,1
3173,第3174回,2011-08-08,449,2011,8,8,0,4,4,9
3174,第3175回,2011-08-09,676,2011,8,9,1,6,7,6
3175,第3176回,2011-08-10,662,2011,8,10,2,6,6,2
3176,第3177回,2011-08-11,376,2011,8,11,3,3,7,6
3177,第3178回,2011-08-12,767,2011,8,12,4,7,6,7
3178,第3179回,2011-08-15,391,2011,8,15,0,3,9,1
3179,第3180回,2011-08-16,293,2011,8,16,1,2,9,3
3180,第3181回,2011-08-17,220,2011,8,17,2,2,2,0
3181,第3182回,2011-08-18,393,2011,8,18,3,3,9,3
3182,第3183回,2011-08-19,508,2011,8,19,4,5,0,8
3183,第3184回,2011-08-22,142,2011,8,22,0,1,4,2
3184,第3185回,2011-08-23,183,2011,8,23,1,1,8,3
3185,第3186回,2011-08-24,863,2011,8,24,2,8,6,3
3186,第3187回,2011-08-25,267,2011,8,25,3,2,6,7
3187,第3188回,2011-08-26,703,2011,8,26,4,7,0,3
3188,第3189回,2011-08-29,922,2011,8,29,0,9,2,2
3189,第3190回,2011-08-30,891,2011,8,30,1,8,9,1
3190,第3191回,2011-08-31,725,2011,8,31,2,7,2,5
3191,第3192回,2011-09-01,469,2011,9,1,3,4,6,9
3192,第3193回,2011-09-02,674,2011,9,2,4,6,7,4
3193,第3194回,2011-09-05,262,2011,9,5,0,2,6,2
3194,第3195回,2011-09-06,464,2011,9,6,1,4,6,4
3195,第3196回,2011-09-07,854,2011,9,7,2,8,5,4
3196,第3197回,2011-09-08,401,2011,9,8,3,4,0,1
3197,第3198回,2011-09-09,007,2011,9,9,4,0,0,7
3198,第3199回,2011-09-12,425,2011,9,12,0,4,2,5
3199,第3200回,2011-09-13,705,2011,9,13,1,7,0,5
3200,第3201回,2011-09-14,286,2011,9,14,2,2,8,6
3201,第3202回,2011-09-15,606,2011,9,15,3,6,0,6
3202,第3203回,2011-09-16,966,2011,9,16,4,9,6,6
3203,第3204回,2011-09-19,203,2011,9,19,0,2,0,3
3204,第3205回,2011-09-20,316,2011,9,20,1,3,1,6
3205,第3206回,2011-09-21,874,2011,9,21,2,8,7,4
3206,第3207回,2011-09-22,251,2011,9,22,3,2,5,1
3207,第3208回,2011-09-23,703,2011,9,23,4,7,0,3
3208,第3209回,2011-09-26,180,2011,9,26,0,1,8,0
3209,第3210回,2011-09-27,679,2011,9,27,1,6,7,9
3210,第3211回,2011-09-28,232,2011,9,28,2,2,3,2
3211,第3212回,2011-09-29,404,2011,9,29,3,4,0,4
3212,第3213回,2011-09-30,978,2011,9,30,4,9,7,8
3213,第3214回,2011-10-03,418,2011,10,3,0,4,1,8
3214,第3215回,2011-10-04,854,2011,10,4,1,8,5,4
3215,第3216回,2011-10-05,256,2011,10,5,2,2,5,6
3216,第3217回,2011-10-06,047,2011,10,6,3,0,4,7
3217,第3218回,2011-10-07,208,2011,10,7,4,2,0,8
3218,第3219回,2011-10-10,393,2011,10,10,0,3,9,3
3219,第3220回,2011-10-11,644,2011,10,11,1,6,4,4
3220,第3221回,2011-10-12,353,2011,10,12,2,3,5,3
3221,第3222回,2011-10-13,589,2011,10,13,3,5,8,9
3222,第3223回,2011-10-14,680,2011,10,14,4,6,8,0
3223,第3224回,2011-10-17,957,2011,10,17,0,9,5,7
3224,第3225回,2011-10-18,082,2011,10,18,1,0,8,2
3225,第3226回,2011-10-19,237,2011,10,19,2,2,3,7
3226,第3227回,2011-10-20,087,2011,10,20,3,0,8,7
3227,第3228回,2011-10-21,859,2011,10,21,4,8,5,9
3228,第3229回,2011-10-24,369,2011,10,24,0,3,6,9
3229,第3230回,2011-10-25,760,2011,10,25,1,7,6,0
3230,第3231回,2011-10-26,877,2011,10,26,2,8,7,7
3231,第3232回,2011-10-27,856,2011,10,27,3,8,5,6
3232,第3233回,2011-10-28,677,2011,10,28,4,6,7,7
3233,第3234回,2011-10-31,488,2011,10,31,0,4,8,8
3234,第3235回,2011-11-01,740,2011,11,1,1,7,4,0
3235,第3236回,2011-11-02,569,2011,11,2,2,5,6,9
3236,第3237回,2011-11-03,750,2011,11,3,3,7,5,0
3237,第3238回,2011-11-04,218,2011,11,4,4,2,1,8
3238,第3239回,2011-11-07,770,2011,11,7,0,7,7,0
3239,第3240回,2011-11-08,711,2011,11,8,1,7,1,1
3240,第3241回,2011-11-09,252,2011,11,9,2,2,5,2
3241,第3242回,2011-11-10,901,2011,11,10,3,9,0,1
3242,第3243回,2011-11-11,798,2011,11,11,4,7,9,8
3243,第3244回,2011-11-14,124,2011,11,14,0,1,2,4
3244,第3245回,2011-11-15,103,2011,11,15,1,1,0,3
3245,第3246回,2011-11-16,213,2011,11,16,2,2,1,3
3246,第3247回,2011-11-17,660,2011,11,17,3,6,6,0
3247,第3248回,2011-11-18,875,2011,11,18,4,8,7,5
3248,第3249回,2011-11-21,984,2011,11,21,0,9,8,4
3249,第3250回,2011-11-22,835,2011,11,22,1,8,3,5
3250,第3251回,2011-11-23,347,2011,11,23,2,3,4,7
3251,第3252回,2011-11-24,642,2011,11,24,3,6,4,2
3252,第3253回,2011-11-25,090,2011,11,25,4,0,9,0
3253,第3254回,2011-11-28,180,2011,11,28,0,1,8,0
3254,第3255回,2011-11-29,861,2011,11,29,1,8,6,1
3255,第3256回,2011-11-30,267,2011,11,30,2,2,6,7
3256,第3257回,2011-12-01,300,2011,12,1,3,3,0,0
3257,第3258回,2011-12-02,883,2011,12,2,4,8,8,3
3258,第3259回,2011-12-05,048,2011,12,5,0,0,4,8
3259,第3260回,2011-12-06,603,2011,12,6,1,6,0,3
3260,第3261回,2011-12-07,318,2011,12,7,2,3,1,8
3261,第3262回,2011-12-08,174,2011,12,8,3,1,7,4
3262,第3263回,2011-12-09,166,2011,12,9,4,1,6,6
3263,第3264回,2011-12-12,188,2011,12,12,0,1,8,8
3264,第3265回,2011-12-13,317,2011,12,13,1,3,1,7
3265,第3266回,2011-12-14,029,2011,12,14,2,0,2,9
3266,第3267回,2011-12-15,409,2011,12,15,3,4,0,9
3267,第3268回,2011-12-16,591,2011,12,16,4,5,9,1
3268,第3269回,2011-12-19,526,2011,12,19,0,5,2,6
3269,第3270回,2011-12-20,853,2011,12,20,1,8,5,3
3270,第3271回,2011-12-21,198,2011,12,21,2,1,9,8
3271,第3272回,2011-12-22,045,2011,12,22,3,0,4,5
3272,第3273回,2011-12-23,427,2011,12,23,4,4,2,7
3273,第3274回,2011-12-26,029,2011,12,26,0,0,2,9
3274,第3275回,2011-12-27,941,2011,12,27,1,9,4,1
3275,第3276回,2011-12-28,228,2011,12,28,2,2,2,8
3276,第3277回,2011-12-29,389,2011,12,29,3,3,8,9
3277,第3278回,2011-12-30,786,2011,12,30,4,7,8,6
3278,第3279回,2012-01-04,416,2012,1,4,2,4,1,6
3279,第3280回,2012-01-05,447,2012,1,5,3,4,4,7
3280,第3281回,2012-01-06,458,2012,1,6,4,4,5,8
3281,第3282回,2012-01-09,965,2012,1,9,0,9,6,5
3282,第3283回,2012-01-10,813,2012,1,10,1,8,1,3
3283,第3284回,2012-01-11,861,2012,1,11,2,8,6,1
3284,第3285回,2012-01-12,552,2012,1,12,3,5,5,2
3285,第3286回,2012-01-13,910,2012,1,13,4,9,1,0
3286,第3287回,2012-01-16,674,2012,1,16,0,6,7,4
3287,第3288回,2012-01-17,398,2012,1,17,1,3,9,8
3288,第3289回,2012-01-18,093,2012,1,18,2,0,9,3
3289,第3290回,2012-01-19,251,2012,1,19,3,2,5,1
3290,第3291回,2012-01-20,556,2012,1,20,4,5,5,6
3291,第3292回,2012-01-23,707,2012,1,23,0,7,0,7
3292,第3293回,2012-01-24,478,2012,1,24,1,4,7,8
3293,第3294回,2012-01-25,017,2012,1,25,2,0,1,7
3294,第3295回,2012-01-26,233,2012,1,26,3,2,3,3
3295,第3296回,2012-01-27,079,2012,1,27,4,0,7,9
3296,第3297回,2012-01-30,181,2012,1,30,0,1,8,1
3297,第3298回,2012-01-31,718,2012,1,31,1,7,1,8
3298,第3299回,2012-02-01,076,2012,2,1,2,0,7,6
3299,第3300回,2012-02-02,782,2012,2,2,3,7,8,2
3300,第3301回,2012-02-03,768,2012,2,3,4,7,6,8
3301,第3302回,2012-02-06,871,2012,2,6,0,8,7,1
3302,第3303回,2012-02-07,933,2012,2,7,1,9,3,3
3303,第3304回,2012-02-08,890,2012,2,8,2,8,9,0
3304,第3305回,2012-02-09,359,2012,2,9,3,3,5,9
3305,第3306回,2012-02-10,005,2012,2,10,4,0,0,5
3306,第3307回,2012-02-13,732,2012,2,13,0,7,3,2
3307,第3308回,2012-02-14,219,2012,2,14,1,2,1,9
3308,第3309回,2012-02-15,059,2012,2,15,2,0,5,9
3309,第3310回,2012-02-16,668,2012,2,16,3,6,6,8
3310,第3311回,2012-02-17,629,2012,2,17,4,6,2,9
3311,第3312回,2012-02-20,563,2012,2,20,0,5,6,3
3312,第3313回,2012-02-21,126,2012,2,21,1,1,2,6
3313,第3314回,2012-02-22,141,2012,2,22,2,1,4,1
3314,第3315回,2012-02-23,366,2012,2,23,3,3,6,6
3315,第3316回,2012-02-24,267,2012,2,24,4,2,6,7
3316,第3317回,2012-02-27,343,2012,2,27,0,3,4,3
3317,第3318回,2012-02-28,490,2012,2,28,1,4,9,0
3318,第3319回,2012-02-29,874,2012,2,29,2,8,7,4
3319,第3320回,2012-03-01,012,2012,3,1,3,0,1,2
3320,第3321回,2012-03-02,007,2012,3,2,4,0,0,7
3321,第3322回,2012-03-05,976,2012,3,5,0,9,7,6
3322,第3323回,2012-03-06,833,2012,3,6,1,8,3,3
3323,第3324回,2012-03-07,017,2012,3,7,2,0,1,7
3324,第3325回,2012-03-08,940,2012,3,8,3,9,4,0
3325,第3326回,2012-03-09,422,2012,3,9,4,4,2,2
3326,第3327回,2012-03-12,771,2012,3,12,0,7,7,1
3327,第3328回,2012-03-13,300,2012,3,13,1,3,0,0
3328,第3329回,2012-03-14,906,2012,3,14,2,9,0,6
3329,第3330回,2012-03-15,552,2012,3,15,3,5,5,2
3330,第3331回,2012-03-16,136,2012,3,16,4,1,3,6
3331,第3332回,2012-03-19,160,2012,3,19,0,1,6,0
3332,第3333回,2012-03-20,800,2012,3,20,1,8,0,0
3333,第3334回,2012-03-21,241,2012,3,21,2,2,4,1
3334,第3335回,2012-03-22,158,2012,3,22,3,1,5,8
3335,第3336回,2012-03-23,228,2012,3,23,4,2,2,8
3336,第3337回,2012-03-26,226,2012,3,26,0,2,2,6
3337,第3338回,2012-03-27,599,2012,3,27,1,5,9,9
3338,第3339回,2012-03-28,124,2012,3,28,2,1,2,4
3339,第3340回,2012-03-29,594,2012,3,29,3,5,9,4
3340,第3341回,2012-03-30,627,2012,3,30,4,6,2,7
3341,第3342回,2012-04-02,860,2012,4,2,0,8,6,0
3342,第3343回,2012-04-03,766,2012,4,3,1,7,6,6
3343,第3344回,2012-04-04,575,2012,4,4,2,5,7,5
3344,第3345回,2012-04-05,895,2012,4,5,3,8,9,5
3345,第3346回,2012-04-06,952,2012,4,6,4,9,5,2
3346,第3347回,2012-04-09,790,2012,4,9,0,7,9,0
3347,第3348回,2012-04-10,284,2012,4,10,1,2,8,4
3348,第3349回,2012-04-11,175,2012,4,11,2,1,7,5
3349,第3350回,2012-04-12,916,2012,4,12,3,9,1,6
3350,第3351回,2012-04-13,098,2012,4,13,4,0,9,8
3351,第3352回,2012-04-16,789,2012,4,16,0,7,8,9
3352,第3353回,2012-04-17,667,2012,4,17,1,6,6,7
3353,第3354回,2012-04-18,105,2012,4,18,2,1,0,5
3354,第3355回,2012-04-19,278,2012,4,19,3,2,7,8
3355,第3356回,2012-04-20,420,2012,4,20,4,4,2,0
3356,第3357回,2012-04-23,451,2012,4,23,0,4,5,1
3357,第3358回,2012-04-24,378,2012,4,24,1,3,7,8
3358,第3359回,2012-04-25,994,2012,4,25,2,9,9,4
3359,第3360回,2012-04-26,322,2012,4,26,3,3,2,2
3360,第3361回,2012-04-27,564,2012,4,27,4,5,6,4
3361,第3362回,2012-04-30,448,2012,4,30,0,4,4,8
3362,第3363回,2012-05-01,905,2012,5,1,1,9,0,5
3363,第3364回,2012-05-02,138,2012,5,2,2,1,3,8
3364,第3365回,2012-05-03,064,2012,5,3,3,0,6,4
3365,第3366回,2012-05-04,409,2012,5,4,4,4,0,9
3366,第3367回,2012-05-07,701,2012,5,7,0,7,0,1
3367,第3368回,2012-05-08,685,2012,5,8,1,6,8,5
3368,第3369回,2012-05-09,214,2012,5,9,2,2,1,4
3369,第3370回,2012-05-10,535,2012,5,10,3,5,3,5
3370,第3371回,2012-05-11,439,2012,5,11,4,4,3,9
3371,第3372回,2012-05-14,301,2012,5,14,0,3,0,1
3372,第3373回,2012-05-15,709,2012,5,15,1,7,0,9
3373,第3374回,2012-05-16,286,2012,5,16,2,2,8,6
3374,第3375回,2012-05-17,885,2012,5,17,3,8,8,5
3375,第3376回,2012-05-18,156,2012,5,18,4,1,5,6
3376,第3377回,2012-05-21,828,2012,5,21,0,8,2,8
3377,第3378回,2012-05-22,768,2012,5,22,1,7,6,8
3378,第3379回,2012-05-23,073,2012,5,23,2,0,7,3
3379,第3380回,2012-05-24,547,2012,5,24,3,5,4,7
3380,第3381回,2012-05-25,262,2012,5,25,4,2,6,2
3381,第3382回,2012-05-28,320,2012,5,28,0,3,2,0
3382,第3383回,2012-05-29,538,2012,5,29,1,5,3,8
3383,第3384回,2012-05-30,038,2012,5,30,2,0,3,8
3384,第3385回,2012-05-31,975,2012,5,31,3,9,7,5
3385,第3386回,2012-06-01,729,2012,6,1,4,7,2,9
3386,第3387回,2012-06-04,221,2012,6,4,0,2,2,1
3387,第3388回,2012-06-05,819,2012,6,5,1,8,1,9
3388,第3389回,2012-06-06,917,2012,6,6,2,9,1,7
3389,第3390回,2012-06-07,197,2012,6,7,3,1,9,7
3390,第3391回,2012-06-08,696,2012,6,8,4,6,9,6
3391,第3392回,2012-06-11,600,2012,6,11,0,6,0,0
3392,第3393回,2012-06-12,098,2012,6,12,1,0,9,8
3393,第3394回,2012-06-13,194,2012,6,13,2,1,9,4
3394,第3395回,2012-06-14,495,2012,6,14,3,4,9,5
3395,第3396回,2012-06-15,051,2012,6,15,4,0,5,1
3396,第3397回,2012-06-18,826,2012,6,18,0,8,2,6
3397,第3398回,2012-06-19,137,2012,6,19,1,1,3,7
3398,第3399回,2012-06-20,486,2012,6,20,2,4,8,6
3399,第3400回,2012-06-21,714,2012,6,21,3,7,1,4
3400,第3401回,2012-06-22,811,2012,6,22,4,8,1,1
3401,第3402回,2012-06-25,523,2012,6,25,0,5,2,3
3402,第3403回,2012-06-26,357,2012,6,26,1,3,5,7
3403,第3404回,2012-06-27,884,2012,6,27,2,8,8,4
3404,第3405回,2012-06-28,819,2012,6,28,3,8,1,9
3405,第3406回,2012-06-29,410,2012,6,29,4,4,1,0
3406,第3407回,2012-07-02,835,2012,7,2,0,8,3,5
3407,第3408回,2012-07-03,077,2012,7,3,1,0,7,7
3408,第3409回,2012-07-04,851,2012,7,4,2,8,5,1
3409,第3410回,2012-07-05,550,2012,7,5,3,5,5,0
3410,第3411回,2012-07-06,148,2012,7,6,4,1,4,8
3411,第3412回,2012-07-09,092,2012,7,9,0,0,9,2
3412,第3413回,2012-07-10,738,2012,7,10,1,7,3,8
3413,第3414回,2012-07-11,034,2012,7,11,2,0,3,4
3414,第3415回,2012-07-12,612,2012,7,12,3,6,1,2
3415,第3416回,2012-07-13,680,2012,7,13,4,6,8,0
3416,第3417回,2012-07-16,047,2012,7,16,0,0,4,7
3417,第3418回,2012-07-17,544,2012,7,17,1,5,4,4
3418,第3419回,2012-07-18,825,2012,7,18,2,8,2,5
3419,第3420回,2012-07-19,377,2012,7,19,3,3,7,7
3420,第3421回,2012-07-20,515,2012,7,20,4,5,1,5
3421,第3422回,2012-07-23,615,2012,7,23,0,6,1,5
3422,第3423回,2012-07-24,059,2012,7,24,1,0,5,9
3423,第3424回,2012-07-25,899,2012,7,25,2,8,9,9
3424,第3425回,2012-07-26,506,2012,7,26,3,5,0,6
3425,第3426回,2012-07-27,726,2012,7,27,4,7,2,6
3426,第3427回,2012-07-30,486,2012,7,30,0,4,8,6
3427,第3428回,2012-07-31,916,2012,7,31,1,9,1,6
3428,第3429回,2012-08-01,568,2012,8,1,2,5,6,8
3429,第3430回,2012-08-02,261,2012,8,2,3,2,6,1
3430,第3431回,2012-08-03,360,2012,8,3,4,3,6,0
3431,第3432回,2012-08-06,055,2012,8,6,0,0,5,5
3432,第3433回,2012-08-07,788,2012,8,7,1,7,8,8
3433,第3434回,2012-08-08,121,2012,8,8,2,1,2,1
3434,第3435回,2012-08-09,343,2012,8,9,3,3,4,3
3435,第3436回,2012-08-10,090,2012,8,10,4,0,9,0
3436,第3437回,2012-08-13,302,2012,8,13,0,3,0,2
3437,第3438回,2012-08-14,333,2012,8,14,1,3,3,3
3438,第3439回,2012-08-15,430,2012,8,15,2,4,3,0
3439,第3440回,2012-08-16,979,2012,8,16,3,9,7,9
3440,第3441回,2012-08-17,911,2012,8,17,4,9,1,1
3441,第3442回,2012-08-20,689,2012,8,20,0,6,8,9
3442,第3443回,2012-08-21,656,2012,8,21,1,6,5,6
3443,第3444回,2012-08-22,810,2012,8,22,2,8,1,0
3444,第3445回,2012-08-23,514,2012,8,23,3,5,1,4
3445,第3446回,2012-08-24,537,2012,8,24,4,5,3,7
3446,第3447回,2012-08-27,099,2012,8,27,0,0,9,9
3447,第3448回,2012-08-28,282,2012,8,28,1,2,8,2
3448,第3449回,2012-08-29,887,2012,8,29,2,8,8,7
3449,第3450回,2012-08-30,526,2012,8,30,3,5,2,6
3450,第3451回,2012-08-31,310,2012,8,31,4,3,1,0
3451,第3452回,2012-09-03,458,2012,9,3,0,4,5,8
3452,第3453回,2012-09-04,357,2012,9,4,1,3,5,7
3453,第3454回,2012-09-05,748,2012,9,5,2,7,4,8
3454,第3455回,2012-09-06,988,2012,9,6,3,9,8,8
3455,第3456回,2012-09-07,926,2012,9,7,4,9,2,6
3456,第3457回,2012-09-10,351,2012,9,10,0,3,5,1
3457,第3458回,2012-09-11,185,2012,9,11,1,1,8,5
3458,第3459回,2012-09-12,441,2012,9,12,2,4,4,1
3459,第3460回,2012-09-13,124,2012,9,13,3,1,2,4
3460,第3461回,2012-09-14,445,2012,9,14,4,4,4,5
3461,第3462回,2012-09-17,784,2012,9,17,0,7,8,4
3462,第3463回,2012-09-18,731,2012,9,18,1,7,3,1
3463,第3464回,2012-09-19,728,2012,9,19,2,7,2,8
3464,第3465回,2012-09-20,049,2012,9,20,3,0,4,9
3465,第3466回,2012-09-21,059,2012,9,21,4,0,5,9
3466,第3467回,2012-09-24,715,2012,9,24,0,7,1,5
3467,第3468回,2012-09-25,100,2012,9,25,1,1,0,0
3468,第3469回,2012-09-26,466,2012,9,26,2,4,6,6
3469,第3470回,2012-09-27,660,2012,9,27,3,6,6,0
3470,第3471回,2012-09-28,928,2012,9,28,4,9,2,8
3471,第3472回,2012-10-01,274,2012,10,1,0,2,7,4
3472,第3473回,2012-10-02,298,2012,10,2,1,2,9,8
3473,第3474回,2012-10-03,498,2012,10,3,2,4,9,8
3474,第3475回,2012-10-04,116,2012,10,4,3,1,1,6
3475,第3476回,2012-10-05,851,2012,10,5,4,8,5,1
3476,第3477回,2012-10-08,782,2012,10,8,0,7,8,2
3477,第3478回,2012-10-09,144,2012,10,9,1,1,4,4
3478,第3479回,2012-10-10,042,2012,10,10,2,0,4,2
3479,第3480回,2012-10-11,612,2012,10,11,3,6,1,2
3480,第3481回,2012-10-12,472,2012,10,12,4,4,7,2
3481,第3482回,2012-10-15,063,2012,10,15,0,0,6,3
3482,第3483回,2012-10-16,236,2012,10,16,1,2,3,6
3483,第3484回,2012-10-17,033,2012,10,17,2,0,3,3
3484,第3485回,2012-10-18,662,2012,10,18,3,6,6,2
3485,第3486回,2012-10-19,320,2012,10,19,4,3,2,0
3486,第3487回,2012-10-22,714,2012,10,22,0,7,1,4
3487,第3488回,2012-10-23,240,2012,10,23,1,2,4,0
3488,第3489回,2012-10-24,341,2012,10,24,2,3,4,1
3489,第3490回,2012-10-25,837,2012,10,25,3,8,3,7
3490,第3491回,2012-10-26,697,2012,10,26,4,6,9,7
3491,第3492回,2012-10-29,480,2012,10,29,0,4,8,0
3492,第3493回,2012-10-30,804,2012,10,30,1,8,0,4
3493,第3494回,2012-10-31,264,2012,10,31,2,2,6,4
3494,第3495回,2012-11-01,778,2012,11,1,3,7,7,8
3495,第3496回,2012-11-02,561,2012,11,2,4,5,6,1
3496,第3497回,2012-11-05,620,2012,11,5,0,6,2,0
3497,第3498回,2012-11-06,044,2012,11,6,1,0,4,4
3498,第3499回,2012-11-07,085,2012,11,7,2,0,8,5
3499,第3500回,2012-11-08,966,2012,11,8,3,9,6,6
3500,第3501回,2012-11-09,666,2012,11,9,4,6,6,6
3501,第3502回,2012-11-12,781,2012,11,12,0,7,8,1
3502,第3503回,2012-11-13,019,2012,11,13,1,0,1,9
3503,第3504回,2012-11-14,605,2012,11,14,2,6,0,5
3504,第3505回,2012-11-15,495,2012,11,15,3,4,9,5
3505,第3506回,2012-11-16,464,2012,11,16,4,4,6,4
3506,第3507回,2012-11-19,713,2012,11,19,0,7,1,3
3507,第3508回,2012-11-20,776,2012,11,20,1,7,7,6
3508,第3509回,2012-11-21,872,2012,11,21,2,8,7,2
3509,第3510回,2012-11-22,307,2012,11,22,3,3,0,7
3510,第3511回,2012-11-23,369,2012,11,23,4,3,6,9
3511,第3512回,2012-11-26,204,2012,11,26,0,2,0,4
3512,第3513回,2012-11-27,660,2012,11,27,1,6,6,0
3513,第3514回,2012-11-28,195,2012,11,28,2,1,9,5
3514,第3515回,2012-11-29,950,2012,11,29,3,9,5,0
3515,第3516回,2012-11-30,943,2012,11,30,4,9,4,3
3516,第3517回,2012-12-03,217,2012,12,3,0,2,1,7
3517,第3518回,2012-12-04,798,2012,12,4,1,7,9,8
3518,第3519回,2012-12-05,793,2012,12,5,2,7,9,3
3519,第3520回,2012-12-06,931,2012,12,6,3,9,3,1
3520,第3521回,2012-12-07,167,2012,12,7,4,1,6,7
3521,第3522回,2012-12-10,540,2012,12,10,0,5,4,0
3522,第3523回,2012-12-11,776,2012,12,11,1,7,7,6
3523,第3524回,2012-12-12,249,2012,12,12,2,2,4,9
3524,第3525回,2012-12-13,374,2012,12,13,3,3,7,4
3525,第3526回,2012-12-14,282,2012,12,14,4,2,8,2
3526,第3527回,2012-12-17,141,2012,12,17,0,1,4,1
3527,第3528回,2012-12-18,199,2012,12,18,1,1,9,9
3528,第3529回,2012-12-19,036,2012,12,19,2,0,3,6
3529,第3530回,2012-12-20,619,2012,12,20,3,6,1,9
3530,第3531回,2012-12-21,273,2012,12,21,4,2,7,3
3531,第3532回,2012-12-24,579,2012,12,24,0,5,7,9
3532,第3533回,2012-12-25,296,2012,12,25,1,2,9,6
3533,第3534回,2012-12-26,426,2012,12,26,2,4,2,6
3534,第3535回,2012-12-27,836,2012,12,27,3,8,3,6
3535,第3536回,2012-12-28,889,2012,12,28,4,8,8,9
3536,第3537回,2013-01-04,609,2013,1,4,4,6,0,9
3537,第3538回,2013-01-07,778,2013,1,7,0,7,7,8
3538,第3539回,2013-01-08,877,2013,1,8,1,8,7,7
3539,第3540回,2013-01-09,239,2013,1,9,2,2,3,9
3540,第3541回,2013-01-10,240,2013,1,10,3,2,4,0
3541,第3542回,2013-01-11,044,2013,1,11,4,0,4,4
3542,第3543回,2013-01-14,238,2013,1,14,0,2,3,8
3543,第3544回,2013-01-15,447,2013,1,15,1,4,4,7
3544,第3545回,2013-01-16,663,2013,1,16,2,6,6,3
3545,第3546回,2013-01-17,433,2013,1,17,3,4,3,3
3546,第3547回,2013-01-18,228,2013,1,18,4,2,2,8
3547,第3548回,2013-01-21,871,2013,1,21,0,8,7,1
3548,第3549回,2013-01-22,068,2013,1,22,1,0,6,8
3549,第3550回,2013-01-23,352,2013,1,23,2,3,5,2
3550,第3551回,2013-01-24,794,2013,1,24,3,7,9,4
3551,第3552回,2013-01-25,272,2013,1,25,4,2,7,2
3552,第3553回,2013-01-28,481,2013,1,28,0,4,8,1
3553,第3554回,2013-01-29,533,2013,1,29,1,5,3,3
3554,第3555回,2013-01-30,015,2013,1,30,2,0,1,5
3555,第3556回,2013-01-31,158,2013,1,31,3,1,5,8
3556,第3557回,2013-02-01,844,2013,2,1,4,8,4,4
3557,第3558回,2013-02-04,258,2013,2,4,0,2,5,8
3558,第3559回,2013-02-05,300,2013,2,5,1,3,0,0
3559,第3560回,2013-02-06,068,2013,2,6,2,0,6,8
3560,第3561回,2013-02-07,252,2013,2,7,3,2,5,2
3561,第3562回,2013-02-08,199,2013,2,8,4,1,9,9
3562,第3563回,2013-02-11,481,2013,2,11,0,4,8,1
3563,第3564回,2013-02-12,731,2013,2,12,1,7,3,1
3564,第3565回,2013-02-13,381,2013,2,13,2,3,8,1
3565,第3566回,2013-02-14,507,2013,2,14,3,5,0,7
3566,第3567回,2013-02-15,574,2013,2,15,4,5,7,4
3567,第3568回,2013-02-18,972,2013,2,18,0,9,7,2
3568,第3569回,2013-02-19,139,2013,2,19,1,1,3,9
3569,第3570回,2013-02-20,230,2013,2,20,2,2,3,0
3570,第3571回,2013-02-21,396,2013,2,21,3,3,9,6
3571,第3572回,2013-02-22,728,2013,2,22,4,7,2,8
3572,第3573回,2013-02-25,751,2013,2,25,0,7,5,1
3573,第3574回,2013-02-26,199,2013,2,26,1,1,9,9
3574,第3575回,2013-02-27,181,2013,2,27,2,1,8,1
3575,第3576回,2013-02-28,717,2013,2,28,3,7,1,7
